uuid,name,type,address,geometry,rating,pedestrian_entrance_uuid,vehicle_entrance_uuid
restaurant_76424,양구네김밥,한식,서울특별시 서초구 방배동 814-8번지 방배오피스텔 1층 101-1호,POINT (126.9889795 37.492017),3.2,pedestrian_2624211600,localroad_2624211600
restaurant_76425,몰디브 투,경양식,서울특별시 서초구 서초동 1588-3번지 지하1층 101호 일부,POINT (127.0141288 37.4860213),4.7,pedestrian_3827258457,localroad_1965713723
restaurant_76426,완산골명가(방배점),한식,서울특별시 서초구 방배동 751-7번지,POINT (126.9859832 37.4978481),4.8,pedestrian_2533109230,localroad_2533109230
restaurant_76427,김가네 신반포점,분식,서울특별시 서초구 반포동 128-4 강남터미널지하쇼핑몰 T-016호,POINT (127.0049412 37.5060737),5,pedestrian_11641428830,localroad_11641428830
restaurant_76428,칭하이,중국식,서울특별시 서초구 서초동 1443-25번지 1층,POINT (127.0201505 37.4855488),4.5,pedestrian_8489625326,localroad_2655472846
restaurant_76429,깐부 치킨 삼성타운 점,통닭(치킨),서울특별시 서초구 서초동 1330번지 삼성쉐르빌Ⅱ 상가 1층 101호,POINT (127.0278557 37.4938931),4.3,pedestrian_9835273091,localroad_2932859105
restaurant_76430,동대문엽기떡볶이,분식,서울특별시 서초구 잠원동 14-13번지 (계약서 1층 2호),POINT (127.0184635 37.5159542),4.5,pedestrian_9891988058,localroad_3088864935
restaurant_76431,부자곱창,한식,서울특별시 서초구 양재동 392-9 1층,POINT (127.0484271 37.4733093),3.5,pedestrian_4184585279,localroad_4184585279
restaurant_76432,스시만,일식,"서울특별시 서초구 반포동 128-4 , 225번지강남터미널지하쇼핑몰 T-033호, 034호",POINT (127.0049412 37.5060737),5,pedestrian_11641428830,localroad_11641428830
restaurant_76433,이튼 교육 스터디,경양식,"서울특별시 서초구 서초동 1330-10번지 1001호 일부, 1002호",POINT (127.028693 37.4929899),3.3,pedestrian_3825549664,localroad_3825549664
restaurant_76434,마켓 비노플라워,까페,서울특별시 서초구 반포동 107-6번지 1층,POINT (126.996159 37.4988721),3.2,pedestrian_2622810034,localroad_2622810031
restaurant_76435,두어마리,한식,서울특별시 서초구 양재동 91-7번지 (1층),POINT (127.0412094 37.4781076),2.7,pedestrian_4184425795,localroad_4184425795
restaurant_76436,어전,일식,서울특별시 서초구 서초동 1712-2번지 지하층 106호,POINT (127.0115122 37.4940908),2.7,pedestrian_3153680662,localroad_3153680662
restaurant_76437,게르셀미네랄음식전문점,한식,서울특별시 서초구 방배동 987-2번지 (1층),POINT (127.0002125 37.4806963),2.9,pedestrian_3287124761,localroad_3287124761
restaurant_76440,토모야,한식,서울특별시 서초구 방배동 444-2번지 2층,POINT (126.9823154 37.4781106),3.6,pedestrian_1685716300,localroad_1685716300
restaurant_76441,차돌가,한식,"서울특별시 서초구 반포동 535-28 1,2,3층",POINT (126.9989725 37.4999051),4.9,pedestrian_2628399840,localroad_2628399840
restaurant_76442,하노이愛,한식,서울특별시 서초구 방배동 936-6번지,POINT (126.9934935 37.4868114),3.1,pedestrian_2545067221,localroad_2545067221
restaurant_76443,하드롤스(Hard Rolls),까페,서울특별시 서초구 서초동 1515-2번지,POINT (127.0044644 37.486616),4,pedestrian_3827338077,localroad_3827338077
restaurant_76444,스반호프,분식,서울특별시 서초구 방배동 761-4번지 나호,POINT (126.985431 37.4960322),4.8,pedestrian_436844267,localroad_436844267
restaurant_76445,밀숲,분식,서울특별시 서초구 서초동 1666-1번지 우신유풍빌딩1층 101호,POINT (127.0164261 37.4927713),4.8,pedestrian_3827548053,localroad_3827548053
restaurant_76446,양푼이생태찌개,한식,서울특별시 서초구 양재동 392-9,POINT (127.0484271 37.4733093),4.1,pedestrian_4184585279,localroad_4184585279
restaurant_76447,안성한우방,한식,서울특별시 서초구 잠원동 50-2번지 설악복지 1층동 140호,POINT (127.0154635 37.5178575),3.4,pedestrian_6581927926,localroad_595776308
restaurant_76449,모야,한식,서울특별시 서초구 반포동 128-4번지 강남터미널지하쇼핑몰 G-015호,POINT (127.0049412 37.5060737),4.3,pedestrian_11641428830,localroad_11641428830
restaurant_76450,죠스떡볶이 반포지하상가1호점,분식,서울특별시 서초구 반포동 128-4번지 강남터미널지하쇼핑몰 T-043호,POINT (127.0049412 37.5060737),3.1,pedestrian_11641428830,localroad_11641428830
restaurant_76451,BEEREN(베렌),까페,서울특별시 서초구 방배동 980-56번지 2층,POINT (126.9893707 37.4789281),4.2,pedestrian_4185991228,localroad_4185991228
restaurant_76452,서초동연가,한식,서울특별시 서초구 양재동 279번지 1층 102호,POINT (127.0449108 37.4759931),2.8,pedestrian_3011650460,localroad_3011650460
restaurant_76453,양재아구찜,한식,서울특별시 서초구 양재동 11-49 지엘하우스 1층,POINT (127.0366325 37.4841075),3.9,pedestrian_4184399727,localroad_4184399727
restaurant_76454,아따맵소,한식,서울특별시 서초구 서초동 1510-3번지 1층 5호,POINT (127.0086901 37.4877238),4.7,pedestrian_3089166486,localroad_3089166486
restaurant_76455,루(RUE) 1487,까페,서울특별시 서초구 서초동 1487-27,POINT (127.0061594 37.4824314),3.1,pedestrian_4185715634,localroad_4185715634
restaurant_76456,카츠공방 교대점,한식,서울특별시 서초구 서초동 1572-15 1층,POINT (127.0114096 37.4924411),3.4,pedestrian_3030832645,localroad_3030832645
restaurant_76457,강창구찹쌀진순대 남부터미널점,한식,서울특별시 서초구 서초동 1443-12번지 천심빌딩 1층,POINT (127.0204182 37.4858303),4.9,pedestrian_8489625326,localroad_2655409196
restaurant_76458,대정,한식,서울특별시 서초구 내곡동 1-2019 2층,POINT (127.07159 37.4579323),3.7,pedestrian_4314829755,localroad_4314829755
restaurant_76460,신선설농탕,한식,서울특별시 서초구 서초동 1443-8 1층,POINT (127.0195727 37.4856341),4.5,pedestrian_2655472846,localroad_2655472846
restaurant_76461,소담채,한식,"서울특별시 서초구 원지동 419-1 지하1층, 1층, 2층",POINT (127.0554297 37.4432972),3.3,pedestrian_11221893885,localroad_3790603366
restaurant_76462,맛좀볼래요,분식,서울특별시 서초구 서초동 1573-10 로이어즈타워 지하1층 비11호,POINT (127.0134605 37.4929898),3.7,pedestrian_3827548050,localroad_3827548050
restaurant_76463,남도집,한식,서울특별시 서초구 양재동 1-7번지 1층 106호일부,POINT (127.0379747 37.4843707),4.9,pedestrian_7508825241,localroad_4184399721
restaurant_76464,만다린,중국식,서울특별시 서초구 방배동 1020-2번지 1층,POINT (127.000581 37.4785008),3.6,pedestrian_4185816724,localroad_4185816724
restaurant_76465,압구정 봉구비어 방배역1호점,한식,서울특별시 서초구 방배동 924-6번지 1층,POINT (126.9955608 37.4835852),3.4,pedestrian_1696934730,localroad_1696934730
restaurant_76466,9595,일식,서울특별시 서초구 양재동 354-12번지 1층,POINT (127.0429421 37.467246),4.1,pedestrian_4184585493,localroad_4184585493
restaurant_76467,돼지대첩,한식,서울특별시 서초구 양재동 324-4 지상1층,POINT (127.0410346 37.4696633),2.8,pedestrian_436837533,localroad_436837533
restaurant_76468,맛보리두루치기,한식,서울특별시 서초구 서초동 1337-17번지 1층,POINT (127.0292532 37.492517),4.4,pedestrian_9621002233,localroad_571448680
restaurant_76469,무궁화원조쌈밥,한식,서울특별시 서초구 양재동 278-13 대사빌딩 1층,POINT (127.045124 37.476121),3.6,pedestrian_3011650460,localroad_3011650460
restaurant_76470,영등포 구석집 양재점,한식,서울특별시 서초구 양재동 328-12 (1층),POINT (127.0410268 37.4685099),4,pedestrian_4184585519,localroad_4184585519
restaurant_76471,남도맛집,한식,서울특별시 서초구 서초동 1603-69번지 부속12동상가 지하층2호,POINT (127.0178544 37.4856018),3.5,pedestrian_2932859104,localroad_2932859104
restaurant_76472,소곰집 양재점,한식,서울특별시 서초구 양재동 13-10 1층,POINT (127.0363734 37.4831502),2.7,pedestrian_1694783202,localroad_1694783202
restaurant_76473,해성가든,한식,서울특별시 서초구 내곡동 1-1387 해성농장 1층,POINT (127.0802288 37.4549092),3.3,pedestrian_4313336513,localroad_2037079239
restaurant_76474,iL COFFEE (일 커피) 서초마제스타시티점,기타,서울특별시 서초구 서초동 1498-5번지 107호,POINT (127.0056607 37.4902033),4.3,pedestrian_3827338133,localroad_3827338133
restaurant_76475,비엔비클럽,한식,서울특별시 서초구 방배동 867-28번지 한양빌라 지하1층,POINT (126.9862324 37.4861006),4.8,pedestrian_3804191049,localroad_3804191049
restaurant_76476,드레스코드,경양식,서울특별시 서초구 서초동 1538-9번지 (지하1층),POINT (127.009103 37.4881327),3.6,pedestrian_3827338105,localroad_3827338105
restaurant_76477,먹마포차,한식,서울특별시 서초구 서초동 1443-6 1층,POINT (127.0191335 37.4854953),2.8,pedestrian_8489610707,localroad_2655472846
restaurant_76479,신의주찹쌀순대 서래마을점,한식,서울특별시 서초구 반포동 93-6,POINT (126.9985037 37.4994416),4.1,pedestrian_2622713691,localroad_2622713691
restaurant_76480,멕시카나치킨 양재점,호프/통닭,서울특별시 서초구 양재동 350-11 1층 4호,POINT (127.0417818 37.4678132),3.9,pedestrian_4184585270,localroad_4184585270
restaurant_76481,스윗두,한식,서울특별시 서초구 방배동 977-13 101호,POINT (126.9924191 37.4817744),3,pedestrian_4185879872,localroad_4185879872
restaurant_76482,투뿔나인,한식,서울특별시 서초구 서초동 1569-13 1층,POINT (127.0129162 37.4913814),3.3,pedestrian_3827548013,localroad_3827548013
restaurant_76483,라우라우 서초점,한식,서울특별시 서초구 서초동 1685-3번지 아크로비스타 지하A-113,POINT (127.0133611 37.4979628),3.1,pedestrian_3112159940,localroad_3112159940
restaurant_76484,오리엔탈 스파이스,한식,서울특별시 서초구 방배동 1024-4번지 1층 3호,POINT (127.0006726 37.4775645),4.7,pedestrian_11431861581,localroad_4185816724
restaurant_76485,Thirsty Monk(써스티 몽크) 서래마을점,호프/통닭,서울특별시 서초구 반포동 107-25번지 1층,POINT (126.9968976 37.4986081),3.1,pedestrian_2622809999,localroad_2622809999
restaurant_76486,가양 양꼬치,한식,서울특별시 서초구 양재동 11-64 (1층),POINT (127.0371655 37.4839857),3,pedestrian_4184399720,localroad_4184399720
restaurant_76487,담소사골순대 이수역점,한식,"서울특별시 서초구 방배동 421-1 세양아르비채 101호, 102호",POINT (126.983669 37.4850153),3.9,pedestrian_1905595377,localroad_1905595377
restaurant_76488,약초마을,한식,서울특별시 서초구 양재동 353-5번지 1층,POINT (127.0428349 37.4667855),3.7,pedestrian_4184585494,localroad_4184585494
restaurant_76489,마오,중국식,"서울특별시 서초구 서초동 1496-12번지 메트로빌딩 1층, 2층",POINT (127.0037869 37.4856912),4.8,pedestrian_3827337541,localroad_3827337541
restaurant_76490,연우궁,중국식,서울특별시 서초구 반포동 107-29 신우빌딩 지하1층,POINT (126.9968025 37.4981117),4.9,pedestrian_2622809990,localroad_2622810044
restaurant_76491,포마토,분식,서울특별시 서초구 방배동 1459번지 1층,POINT (126.9832507 37.4875166),4.9,pedestrian_3804191181,localroad_3804191181
restaurant_76493,동지팥죽,한식,서울특별시 서초구 방배동 935-1번지 1층 101호,POINT (126.9931756 37.4860698),3.5,pedestrian_1696934758,localroad_1696934758
restaurant_76494,압구정닭꼬치,호프/통닭,서울특별시 서초구 방배동 528-86 1층,POINT (126.9854032 37.478858),3.6,pedestrian_4185991267,localroad_4185991245
restaurant_76495,주식회사 엠에프지코리아 매드포갈릭 사당점,경양식,서울특별시 서초구 방배동 444-3 파스텔시티 201호일부,POINT (126.982185 37.477722),3.8,pedestrian_4078144566,localroad_1685716300
restaurant_76496,ette(에떼),경양식,서울특별시 서초구 양재동 95-8번지 트윈빌딩 1층,POINT (127.0406011 37.4770485),3.3,pedestrian_1925498922,localroad_1925498922
restaurant_76497,포메인서초점,한식,서울특별시 서초구 서초동 1543-8번지 1층 102호,POINT (127.0092207 37.4894943),3.7,pedestrian_3827338125,localroad_3827338125
restaurant_76498,시크릿,호프/통닭,서울특별시 서초구 양재동 273-6번지 지상1층,POINT (127.044694 37.4752615),3.4,pedestrian_4184618640,localroad_4184618640
restaurant_76499,원투투,통닭(치킨),서울특별시 서초구 서초동 1686-2 지상1층(101호),POINT (127.0184366 37.4972752),3.2,pedestrian_3072865233,localroad_3112159933
restaurant_76500,치킨처럼,통닭(치킨),서울특별시 서초구 서초동 1366-15번지 1층,POINT (127.0327018 37.484661),4.1,pedestrian_11431820845,localroad_3827169461
restaurant_76502,와가마마,일식,서울특별시 서초구 서초동 1512-5번지 지상1층,POINT (127.0075629 37.486597),3.6,pedestrian_3827338064,localroad_3827338064
restaurant_76503,양대명가,한식,서울특별시 서초구 잠원동 14-14 외1필지,POINT (127.0183501 37.5159803),3.4,pedestrian_9891988058,localroad_3088864935
restaurant_76504,달려라 생포집(양재점),까페,서울특별시 서초구 서초동 1366-15번지,POINT (127.0327018 37.484661),4.1,pedestrian_11431820845,localroad_3827169461
restaurant_76505,행복한식당,한식,서울특별시 서초구 방배동 1008-2번지 래미안상가 1층 105호,POINT (127.0049252 37.4774472),4.5,pedestrian_1696934674,localroad_1696934674
restaurant_76506,맛짱,분식,서울특별시 서초구 서초동 1647-2 110호,POINT (127.0213062 37.4905682),3.5,pedestrian_9602018666,localroad_2295372346
restaurant_76507,니혼만땅,한식,서울특별시 서초구 양재동 279 1층,POINT (127.0449108 37.4759931),4.9,pedestrian_3011650460,localroad_3011650460
restaurant_76508,파타야,"외국음식전문점(인도,태국등)","서울특별시 서초구 양재동 274-6 101, 102호",POINT (127.0438814 37.4760388),2.9,pedestrian_3011650445,localroad_3011650445
restaurant_76509,고료리토키 서래마을점,일식,서울특별시 서초구 반포동 95-3 2층,POINT (126.9981867 37.498619),4,pedestrian_2622713694,localroad_2622713694
restaurant_76510,넷째네 양꼬치,까페,서울특별시 서초구 양재동 316번지 2층,POINT (127.0392687 37.4707303),4.8,pedestrian_1925498380,localroad_1925498380
restaurant_76511,본도시락 남부터미널점,김밥(도시락),서울특별시 서초구 서초동 1603-1번지 블루핀타워 지하 105호,POINT (127.0163573 37.4859497),4.1,pedestrian_3827258463,localroad_3827258463
restaurant_76512,공리,중국식,서울특별시 서초구 서초동 1462-1번지 1층,POINT (127.0116332 37.4823332),4.5,pedestrian_1430674308,localroad_1430674308
restaurant_76513,성민양꼬치,중국식,서울특별시 서초구 방배동 449-4 1층,POINT (126.9843988 37.4770473),2.7,pedestrian_2110341090,localroad_2110341090
restaurant_76514,바나프레소 교대사거리점,기타,서울특별시 서초구 서초동 1598-1번지 1층 102호,POINT (127.0142939 37.4880861),3.7,pedestrian_1965713727,localroad_1965713727
restaurant_76515,마라공방 교대점,중국식,서울특별시 서초구 서초동 1557-16번지 1층,POINT (127.0114023 37.4912787),3.4,pedestrian_3827548014,localroad_3827548014
restaurant_76516,옥토스,일식,서울특별시 서초구 서초동 1302-34번지 1층,POINT (127.0225957 37.502689),4.9,pedestrian_8495297503,localroad_1430655015
restaurant_76517,인덕원비빔국수,한식,"서울특별시 서초구 양재동 2-36번지 1,2층",POINT (127.0410072 37.4850802),3.6,pedestrian_1694784262,localroad_1694784262
restaurant_76518,달마시안,출장조리,서울특별시 서초구 우면동 764번지 서초 리슈빌S 1층 109호,POINT (127.0162246 37.4563941),4.2,pedestrian_3634017631,localroad_3634017631
restaurant_76519,소나기,한식,서울특별시 서초구 서초동 1443-28번지 1층,POINT (127.0192373 37.485343),3.7,pedestrian_8489610707,localroad_2655472846
restaurant_76520,킴스치킨포차,호프/통닭,서울특별시 서초구 양재동 2-11 1층 102호,POINT (127.0396327 37.4846905),3.3,pedestrian_4184399716,localroad_4184399716
restaurant_76522,오리집,한식,서울특별시 서초구 양재동 279-3번지 성경빌딩 1층,POINT (127.0452428 37.4756714),3.5,pedestrian_3011650433,localroad_3011650433
restaurant_76523,시티갤러리카페 서초점,기타,서울특별시 서초구 서초동 1588-12 1층,POINT (127.0139914 37.4852903),4.8,pedestrian_1965713692,localroad_1965713692
restaurant_76524,탑 에스,키즈카페,서울특별시 서초구 서초동 1303-10번지 서초한일유앤아이주상복합 B101호,POINT (127.0235396 37.5031563),4.9,pedestrian_5237800474,localroad_1430655015
restaurant_76526,청담동 마녀김밥 신사역점,분식,서울특별시 서초구 잠원동 12-17 102호,POINT (127.0189044 37.5168409),2.9,pedestrian_600377854,localroad_600377854
restaurant_76527,지코바 방배1호점,호프/통닭,서울특별시 서초구 방배동 758-2 삼호상가 1층116호,POINT (126.9877635 37.496656),3.9,pedestrian_2624211522,localroad_2533109226
restaurant_76528,청담이상 서초교대점,일식,서울특별시 서초구 서초동 1567-8 현빌딩 2층,POINT (127.0134973 37.4901879),4.1,pedestrian_3827338142,localroad_3827338142
restaurant_76529,더 커피 컴퍼니 서초교대점 (The Coffee Company),기타,서울특별시 서초구 반포동 45-2 1층,POINT (127.0107016 37.4989587),4.1,pedestrian_1962358590,localroad_1962358590
restaurant_76530,히든 양꼬치,호프/통닭,서울특별시 서초구 서초동 1569-5 1층,POINT (127.0124231 37.4910439),3.8,pedestrian_3827548006,localroad_3827548006
restaurant_76531,더콘서트,경양식,서울특별시 서초구 서초동 1665-5 지하1층,POINT (127.016398 37.4923295),4.3,pedestrian_2295372314,localroad_2295372314
restaurant_76532,60계치킨 서울방배점,호프/통닭,서울특별시 서초구 방배동 922-15 한울서리풀베아체 1층 102호,POINT (126.9948922 37.4828497),4.1,pedestrian_1696934728,localroad_1696934728
restaurant_76534,부뚜막,한식,서울특별시 서초구 양재동 290 1층,POINT (127.0466706 37.4727455),3.5,pedestrian_3011545190,localroad_3011545190
restaurant_76535,석관동떡볶이 강남터미널점,분식,서울특별시 서초구 반포동 19-4번지 강남고속버스터미널 1층 10호,POINT (127.0063666 37.5052027),4.1,pedestrian_11708401089,localroad_4147053967
restaurant_76536,양재커피,경양식,서울특별시 서초구 양재동 7-43번지 1층 102호,POINT (127.0405732 37.4827699),4.8,pedestrian_1694783036,localroad_1694783036
restaurant_76537,태백산 시골풍경,한식,서울특별시 서초구 잠원동 38-16 지하1층,POINT (127.0195855 37.5114673),3.6,pedestrian_2861309352,localroad_2861309353
restaurant_76538,골든슬럼버,호프/통닭,서울특별시 서초구 반포동 92-11번지 2층,POINT (126.9987618 37.49875),4.3,pedestrian_9802796430,localroad_2622713693
restaurant_76539,스템 서초KB,기타,서울특별시 서초구 서초동 1687-1 1층,POINT (127.0178362 37.4956303),3,pedestrian_3112174500,localroad_3112865086
restaurant_76540,일품 투가리감자탕 강남역점,한식,"서울특별시 서초구 서초동 1338-1 풍림아이원플러스 1층 110호,110-1호",POINT (127.029677 37.4903489),4.8,pedestrian_9607825935,localroad_3826341158
restaurant_76541,분코,일식,서울특별시 서초구 방배동 451-1 2층,POINT (126.9834189 37.4792735),4.9,pedestrian_4666832847,localroad_4666832847
restaurant_76542,비에이치씨(BHC)이수점,호프/통닭,서울특별시 서초구 방배동 3001-2번지 방배디오슈페리움1 1층,POINT (126.9830348 37.4859289),3.6,pedestrian_8485173590,localroad_8485173590
restaurant_76543,피자이탈리 사당방배점,기타,서울특별시 서초구 방배동 862-1 뉴씨엘 101호,POINT (126.9861909 37.4874968),3.1,pedestrian_3804191186,localroad_3804191186
restaurant_76544,락희옥 서초교대역점,한식,"서울특별시 서초구 서초동 1572-11 영서빌딩 1,2층",POINT (127.012029 37.4926355),2.8,pedestrian_3827548043,localroad_3827548043
restaurant_76545,바비김,기타,서울특별시 서초구 양재동 279-6번지 동원빌딩 104호,POINT (127.0455862 37.4753408),3.5,pedestrian_4184618646,localroad_4184618646
restaurant_76546,라미토스(Lamitos),기타,서울특별시 서초구 방배동 984-3번지 지하1층 102호,POINT (126.9989147 37.4813611),3.4,pedestrian_1696934714,localroad_1696934714
restaurant_76547,Choice,한식,서울특별시 서초구 서초동 1573-10 로이어즈타워 지하1층 비01호,POINT (127.0134605 37.4929898),3.1,pedestrian_3827548050,localroad_3827548050
restaurant_76549,한뿌리죽 키친,한식,서울특별시 서초구 서초동 1680-1번지 서초아르누보호텔 지하1층 B107-2호,POINT (127.0206115 37.4961399),2.6,pedestrian_10220955586,localroad_10220955586
restaurant_76550,세광 양대창,한식,서울특별시 서초구 서초동 1571-19번지 1-2층,POINT (127.0126025 37.4920185),4.7,pedestrian_3827548029,localroad_3827548029
restaurant_76551,익스테리어라운지,기타,서울특별시 서초구 양재동 299-13 1층,POINT (127.0458691 37.473541),4.9,pedestrian_3398354557,localroad_3398354557
restaurant_76552,써브웨이 교대점,기타,서울특별시 서초구 서초동 1670-10 1층,POINT (127.0166638 37.4936202),3.8,pedestrian_3827548464,localroad_3827548464
restaurant_76553,몰몰,한식,서울특별시 서초구 방배동 937-13 1층102호,POINT (126.9932401 37.4863137),2.5,pedestrian_1696934758,localroad_1696934758
restaurant_76554,엠꽁스(MGGONGS),기타,서울특별시 서초구 양재동 80-12 화암빌딩 1층,POINT (127.0391661 37.4760997),2.9,pedestrian_1925498856,localroad_1925498856
restaurant_76555,방배 고기집,한식,서울특별시 서초구 방배동 456-46 1층,POINT (126.9836794 37.4817446),4,pedestrian_4101372789,localroad_4101372789
restaurant_76556,모두랑 주먹고기,한식,서울특별시 서초구 방배동 760-2 2동1층311호,POINT (126.9858048 37.4959814),2.6,pedestrian_4146699307,localroad_436844267
restaurant_76557,바나프레소 포이사거리점,기타,서울특별시 서초구 양재동 276-6 유로빌딩 1층,POINT (127.0452299 37.4766805),5,pedestrian_3011682726,localroad_3011682726
restaurant_76558,더 호감,한식,서울특별시 서초구 양재동 69-4 1층101호,POINT (127.0369735 37.4778029),4.5,pedestrian_1925498978,localroad_1925498978
restaurant_76559,스시야스다(sushi yasuda),일식,서울특별시 서초구 서초동 1675-10 2층 203호,POINT (127.0177562 37.4939627),3.9,pedestrian_2295372342,localroad_2295372342
restaurant_76560,크리스피프레시 파스텔시티점,기타,서울특별시 서초구 방배동 444-3 SK리더스뷰,POINT (126.982185 37.477722),3,pedestrian_4078144566,localroad_1685716300
restaurant_76561,아르고보니,기타,서울특별시 서초구 잠원동 26-2 102호,POINT (127.0180007 37.5141572),4.7,pedestrian_8489517966,localroad_8489517966
restaurant_76562,매니아스트리트 라운지,호프/통닭,서울특별시 서초구 반포동 738-45 지하1층,POINT (127.0228265 37.5049345),4.7,pedestrian_4182209827,localroad_4182209827
restaurant_76563,바노이(BANOI),"외국음식전문점(인도,태국등)",서울특별시 서초구 서초동 1451-78 1층,POINT (127.0129876 37.4816597),4.5,pedestrian_1430679233,localroad_1430679233
restaurant_76564,페페(pepe),경양식,서울특별시 서초구 양재동 306 1층 102호,POINT (127.0442557 37.4741677),4.2,pedestrian_3011545196,localroad_3011545196
restaurant_76565,무월식탁 센트럴시티점,한식,서울특별시 서초구 반포동 118-3번지 CENTRALCITY 반포천 복개주차장,POINT (127.0062828 37.5038414),5,pedestrian_9798531669,localroad_1132502938
restaurant_76567,Ettore(에토레),경양식,서울특별시 서초구 반포동 118-3번지 CENTRALCITY 반포천 복개주차장 FB105호,POINT (127.0062828 37.5038414),3.4,pedestrian_9798531669,localroad_1132502938
restaurant_76568,달가마,한식,서울특별시 서초구 반포동 19-3번지 센트럴시티 BPC10호,POINT (127.0032242 37.5042121),3.7,pedestrian_9787414078,localroad_4738140914
restaurant_76569,홍등,중국식,서울특별시 서초구 서초동 1564-2번지 1층,POINT (127.0125477 37.4884499),3.9,pedestrian_4310005495,localroad_4310005495
restaurant_76570,새마을식당 방배점,한식,서울특별시 서초구 방배동 910-5번지 1층,POINT (126.9962652 37.4824829),4.9,pedestrian_4185835029,localroad_4185835029
restaurant_76571,삼미,한식,서울특별시 서초구 서초동 1473-1번지 1층,POINT (127.0106978 37.4812441),2.6,pedestrian_1430674328,localroad_1430674328
restaurant_76572,한신VIP일번지포차,호프/통닭,서울특별시 서초구 서초동 1439-1번지 목전빌딩 1층,POINT (127.0215213 37.4862179),4.1,pedestrian_2932859103,localroad_2932859103
restaurant_76573,테루아,경양식,서울특별시 서초구 잠원동 30-4번지 1층 103호,POINT (127.0178243 37.5129394),4.3,pedestrian_2429722055,localroad_2429722055
restaurant_76574,베이,호프/통닭,서울특별시 서초구 서초동 1327-23 1층 101호,POINT (127.0275426 37.4953682),4.2,pedestrian_9711448918,localroad_3825549699
restaurant_76575,Fitples(핏플즈),기타,서울특별시 서초구 반포동 49-10 1층,POINT (127.0104664 37.5004976),3,pedestrian_4185626654,localroad_4185626654
restaurant_76576,Bellota-Bellota(벨로타 벨로타),경양식,서울특별시 서초구 반포동 107-39번지,POINT (126.9962044 37.4980165),3.3,pedestrian_2622810007,localroad_2622810044
restaurant_76577,육갑식당,한식,서울특별시 서초구 방배동 777-5번지 1층,POINT (126.9865575 37.4938434),4.3,pedestrian_2533109207,localroad_2533109207
restaurant_76579,청계숲설렁탕,한식,서울특별시 서초구 신원동 192-81 소호정,POINT (127.0586097 37.4438452),3.7,pedestrian_4313280728,localroad_4313280728
restaurant_76580,고기극찬 서초점,한식,서울특별시 서초구 서초동 1713-1 지하1층 106호,POINT (127.0121297 37.4944294),4.4,pedestrian_3132428231,localroad_3132428231
restaurant_76581,사토이라멘,분식,서울특별시 서초구 서초동 1580-5 정일빌딩 1층 102호,POINT (127.012427 37.4881696),3.9,pedestrian_4310005495,localroad_4310005495
restaurant_76582,도마3,한식,서울특별시 서초구 서초동 1330-14 1층 101호,POINT (127.0286073 37.4934938),3.6,pedestrian_9608955329,localroad_3825549664
restaurant_76583,용호동낙지 파스텔시티 사당점,한식,서울특별시 서초구 방배동 444-3 파스텔시티 3층,POINT (126.982185 37.477722),3.2,pedestrian_4078144566,localroad_1685716300
restaurant_76584,청계별관,한식,서울특별시 서초구 신원동 192-81번지 소호정 2층,POINT (127.0586097 37.4438452),4.2,pedestrian_4313280728,localroad_4313280728
restaurant_76585,젠,경양식,서울특별시 서초구 서초동 1715-1 지하1층,POINT (127.0123982 37.4937919),3.7,pedestrian_3153680561,localroad_3153680561
restaurant_76586,주식회사 감동하다 서초03점,한식,서울특별시 서초구 서초동 1445-13 지하1층18호,POINT (127.0173102 37.4839844),4.7,pedestrian_7996340644,localroad_2655442257
restaurant_76587,옥빛채,한식,서울특별시 서초구 서초동 1502-12 서초꽃마을 주얼리,POINT (127.0077484 37.4896712),4.6,pedestrian_3827338128,localroad_3827338128
restaurant_76588,퀸즈플레이스,기타,"서울특별시 서초구 반포동 705 101,102,103호",POINT (127.0195443 37.5102956),2.8,pedestrian_2477374749,localroad_2477374749
restaurant_76589,플롯(PLOT),경양식,서울특별시 서초구 양재동 91-8 4층,POINT (127.0410727 37.4781876),4.9,pedestrian_4184425795,localroad_4184425795
restaurant_76590,앨리스 프로젝트,기타,서울특별시 서초구 양재동 95-10 1층,POINT (127.0403643 37.4770015),4.7,pedestrian_1925498908,localroad_1925498908
restaurant_76591,펭귄냉면 서초직영점,한식,서울특별시 서초구 방배동 910-2 지하1층,POINT (126.9960113 37.4828682),4.4,pedestrian_1696934730,localroad_1696934730
restaurant_76592,집밥e선생 서초직영점,한식,서울특별시 서초구 방배동 910-2 지하1층,POINT (126.9960113 37.4828682),3.2,pedestrian_1696934730,localroad_1696934730
restaurant_76593,멀티커피 방배점,기타,서울특별시 서초구 방배동 909-3 1층,POINT (126.9965433 37.4819807),3.8,pedestrian_1696934717,localroad_1696934717
restaurant_76594,명정루 양재,중국식,서울특별시 서초구 서초동 1364-42 1층,POINT (127.0314031 37.4854073),3.2,pedestrian_3827169531,localroad_3827169531
restaurant_76595,프랭크버거 서초점,기타,서울특별시 서초구 서초동 1337-22 109호,POINT (127.0299447 37.4915135),3.7,pedestrian_3825549661,localroad_3825549661
restaurant_76596,호암집,한식,서울특별시 서초구 양재동 70-4 1층,POINT (127.0358807 37.4766136),4.8,pedestrian_1925498903,localroad_1925498903
