area_use,area_supply,space,rooms,restrooms,entrance,management_fee_year,management_fee_summer,management_fee_winter,floor_plan_url,households,area_supply_pyeong,uuid,apartment_uuid
189.81,275.44,275B㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=4,33,83,apartmenttype_781,apartment_1165010807
197.79,287.01,287㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=5,30,86,apartmenttype_782,apartment_1165010807
243.66,353.58,353A㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=16,1,107,apartmenttype_783,apartment_1165010807
243.9,353.93,353B㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=17,2,107,apartmenttype_784,apartment_1165010807
244.02,354.1,354C㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=18,3,107,apartmenttype_785,apartment_1165010807
244.25,354.43,354D㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=6,2,107,apartmenttype_786,apartment_1165010807
244.28,354.48,354E㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=19,1,107,apartmenttype_787,apartment_1165010807
244.36,354.59,354F㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=20,1,107,apartmenttype_788,apartment_1165010807
244.6,354.94,354G㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=21,1,107,apartmenttype_789,apartment_1165010807
244.69,355.07,355H㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=22,4,107,apartmenttype_790,apartment_1165010807
244.83,355.28,355I㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=23,2,107,apartmenttype_791,apartment_1165010807
244.87,355.33,355J㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=24,1,107,apartmenttype_792,apartment_1165010807
244.97,355.48,355㎡,6,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=15,1,107,apartmenttype_793,apartment_1165010807
57.26,74.48,74㎡,2,1,복도식,180469.0,145352.0,244240.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=490&ptpId=1,20,22,apartmenttype_794,apartment_1165010808
59.93,79.88,79㎡,2,1,복도식,188884.0,152130.0,255629.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=490&ptpId=2,168,24,apartmenttype_795,apartment_1165010808
76.67,99.73,99㎡,3,1,복도식,241645.0,194623.0,327032.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=490&ptpId=3,72,30,apartmenttype_796,apartment_1165010808
84.93,110.47,110㎡,3,2,복도식,267678.0,215591.0,362265.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=490&ptpId=4,88,33,apartmenttype_797,apartment_1165010808
134.91,167.83,167㎡,4,2,복도식,425203.0,342463.0,575452.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=490&ptpId=5,60,50,apartmenttype_798,apartment_1165010808
35.17,50.59,50B㎡,1,1,계단식,171199.0,179679.0,181764.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9615&ptpId=6,33,15,apartmenttype_799,apartment_1165010809
35.22,50.63,50A㎡,1,1,계단식,171442.0,179934.0,182023.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9615&ptpId=1,243,15,apartmenttype_800,apartment_1165010809
35.23,50.7,50C㎡,1,1,계단식,171491.0,179986.0,182074.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9615&ptpId=7,3,15,apartmenttype_801,apartment_1165010809
48.19,69.31,69㎡,1,1,계단식,234577.0,246197.0,249053.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9615&ptpId=4,4,21,apartmenttype_802,apartment_1165010809
51.08,73.48,73㎡,1,1,계단식,248645.0,260961.0,263990.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9615&ptpId=2,6,22,apartmenttype_803,apartment_1165010809
52.81,75.97,75A㎡,1,1,계단식,257066.0,269800.0,272930.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9615&ptpId=8,2,23,apartmenttype_804,apartment_1165010809
52.83,75.98,75B㎡,1,1,계단식,257163.0,269902.0,273034.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9615&ptpId=5,20,23,apartmenttype_805,apartment_1165010809
52.84,75.99,75C㎡,1,1,계단식,257212.0,269953.0,273086.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9615&ptpId=9,2,23,apartmenttype_806,apartment_1165010809
70.49,101.38,101㎡,2,2,계단식,343127.0,360124.0,364304.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9615&ptpId=3,52,30,apartmenttype_807,apartment_1165010809
59.99,85.16,85A㎡,3,2,계단식,210749.0,216026.0,237206.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=110364&ptpId=4,15,25,apartmenttype_808,apartment_1165010810
83.6,110.37,110C㎡,3,2,계단식,293692.0,301047.0,330562.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=110364&ptpId=1,94,33,apartmenttype_809,apartment_1165010810
83.99,109.34,109B㎡,3,2,계단식,295063.0,302451.0,332105.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=110364&ptpId=7,24,33,apartmenttype_810,apartment_1165010810
101.55,134.94,134A㎡,3,2,계단식,356752.0,365685.0,401538.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=110364&ptpId=8,30,40,apartmenttype_811,apartment_1165010810
121.99,160.11,160P㎡,4,2,계단식,428559.0,439291.0,482360.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=110364&ptpId=10,1,48,apartmenttype_812,apartment_1165010810
125.79,156.68,156㎡,4,2,계단식,441909.0,452975.0,497385.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=110364&ptpId=9,31,47,apartmenttype_813,apartment_1165010810
134.99,183.93,183P㎡,4,2,계단식,474229.0,486104.0,533763.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=110364&ptpId=11,1,55,apartmenttype_814,apartment_1165010810
139.99,174.17,174㎡,4,2,계단식,491794.0,504110.0,553534.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=110364&ptpId=3,31,52,apartmenttype_815,apartment_1165010810
144.99,182.53,182P㎡,4,2,계단식,509360.0,522115.0,573304.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=110364&ptpId=12,1,55,apartmenttype_816,apartment_1165010810
75.86,82.17,82㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=484&ptpId=1,260,24,apartmenttype_817,apartment_1165010811
86.61,93.33,93㎡,3,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=484&ptpId=2,273,28,apartmenttype_818,apartment_1165010811
101.6,108.59,108㎡,4,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=484&ptpId=3,208,32,apartmenttype_819,apartment_1165010811
132.1,143.23,143㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=484&ptpId=4,120,43,apartmenttype_820,apartment_1165010811
140.72,151.85,151㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=484&ptpId=6,4,46,apartmenttype_821,apartment_1165010811
147.44,158.75,158㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=484&ptpId=7,2,48,apartmenttype_822,apartment_1165010811
157.2,170.14,170㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=484&ptpId=5,26,51,apartmenttype_823,apartment_1165010811
144.41,156.46,156㎡,4,2,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3516&ptpId=3,48,47,apartmenttype_824,apartment_1165010812
147.86,159.91,159㎡,4,2,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3516&ptpId=1,4,48,apartmenttype_825,apartment_1165010812
166.1,180.53,180㎡,5,2,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3516&ptpId=4,48,54,apartmenttype_826,apartment_1165010812
169.55,183.98,183㎡,5,2,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3516&ptpId=2,4,55,apartmenttype_827,apartment_1165010812
44.5,56.35,56㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=17384&ptpId=1,8,17,apartmenttype_828,apartment_1165010815
57.88,73.29,73㎡,2,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=17384&ptpId=2,8,22,apartmenttype_829,apartment_1165010815
64.05,81.11,81㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=17384&ptpId=3,8,24,apartmenttype_830,apartment_1165010815
81.97,103.8,103㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=17384&ptpId=4,40,31,apartmenttype_831,apartment_1165010815
84.92,107.54,107A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=17384&ptpId=7,24,32,apartmenttype_832,apartment_1165010815
84.97,107.6,107C㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=17384&ptpId=5,16,32,apartmenttype_833,apartment_1165010815
20.33,29.4,29A㎡,1,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105330&ptpId=1,30,8,apartmenttype_834,apartment_1165010816
20.34,29.42,29B㎡,1,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105330&ptpId=2,12,8,apartmenttype_835,apartment_1165010816
20.4,29.51,29C㎡,1,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105330&ptpId=3,6,8,apartmenttype_836,apartment_1165010816
20.99,30.36,30D㎡,1,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105330&ptpId=4,54,9,apartmenttype_837,apartment_1165010816
21.0,30.38,30E㎡,1,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105330&ptpId=5,12,9,apartmenttype_838,apartment_1165010816
21.07,30.47,30F㎡,1,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105330&ptpId=6,6,9,apartmenttype_839,apartment_1165010816
22.03,31.86,31G㎡,1,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105330&ptpId=7,5,9,apartmenttype_840,apartment_1165010816
23.37,33.8,33H㎡,1,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105330&ptpId=8,6,10,apartmenttype_841,apartment_1165010816
23.45,33.92,33I㎡,1,1,복도식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=105330&ptpId=9,6,10,apartmenttype_842,apartment_1165010816
100.06,131.58,131㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3412&ptpId=1,4,39,apartmenttype_843,apartment_1165010817
110.52,145.33,145㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3412&ptpId=2,4,44,apartmenttype_844,apartment_1165010817
116.04,152.61,152㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3412&ptpId=3,36,46,apartmenttype_845,apartment_1165010817
144.26,189.71,189㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3412&ptpId=4,4,57,apartmenttype_846,apartment_1165010817
156.75,206.14,206㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3412&ptpId=5,4,62,apartmenttype_847,apartment_1165010817
163.95,215.62,215㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3412&ptpId=6,70,65,apartmenttype_848,apartment_1165010817
27.64,37.54,37㎡,1,1,복도식,100764.0,107276.0,98581.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9961&ptpId=1,24,11,apartmenttype_849,apartment_1165010818
28.66,38.93,38㎡,1,1,복도식,104493.0,111246.0,102229.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9961&ptpId=2,12,11,apartmenttype_850,apartment_1165010818
34.42,46.75,46㎡,1,1,복도식,125481.0,133591.0,122762.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9961&ptpId=3,32,14,apartmenttype_851,apartment_1165010818
35.9,48.76,48㎡,1,1,복도식,130874.0,139332.0,128038.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9961&ptpId=4,120,14,apartmenttype_852,apartment_1165010818
41.07,55.79,55㎡,1,1,복도식,149730.0,159407.0,146486.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9961&ptpId=5,12,16,apartmenttype_853,apartment_1165010818
73.42,93.71,93B㎡,2,2,계단식,253183.0,276674.0,241983.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=1,10,28,apartmenttype_854,apartment_1165010819
81.76,102.74,102A㎡,2,2,계단식,281943.0,308102.0,269471.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=2,34,31,apartmenttype_855,apartment_1165010819
87.97,110.54,110C㎡,3,2,계단식,303358.0,331504.0,289938.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=3,1,33,apartmenttype_856,apartment_1165010819
92.77,116.58,116C㎡,3,2,계단식,319910.0,349592.0,305759.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=4,10,35,apartmenttype_857,apartment_1165010819
95.58,120.11,120A㎡,3,2,계단식,329600.0,360181.0,315020.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=5,22,36,apartmenttype_858,apartment_1165010819
106.45,133.77,133B1㎡,3,2,계단식,367084.0,401143.0,350846.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=6,2,40,apartmenttype_859,apartment_1165010819
107.69,135.33,135B2㎡,3,2,계단식,371360.0,405816.0,354933.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=7,10,41,apartmenttype_860,apartment_1165010819
111.79,140.48,140A㎡,3,2,계단식,385499.0,421266.0,368446.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=8,2,42,apartmenttype_861,apartment_1165010819
116.3,146.14,146C㎡,3,2,계단식,401051.0,438261.0,383310.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=10,12,44,apartmenttype_862,apartment_1165010819
117.98,148.26,148B㎡,3,2,계단식,406845.0,444592.0,388847.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=9,12,44,apartmenttype_863,apartment_1165010819
121.71,152.94,152B1㎡,3,2,계단식,419707.0,458648.0,401141.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=11,11,46,apartmenttype_864,apartment_1165010819
123.16,154.77,154B2㎡,4,2,계단식,424708.0,464112.0,405920.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=12,1,46,apartmenttype_865,apartment_1165010819
123.5,155.19,155B3㎡,4,2,계단식,425880.0,465394.0,407041.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=13,1,47,apartmenttype_866,apartment_1165010819
124.98,157.05,157B㎡,4,2,계단식,430984.0,470971.0,411919.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=15,2,47,apartmenttype_867,apartment_1165010819
125.41,157.59,157A㎡,3,2,계단식,432467.0,472591.0,413336.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=14,12,47,apartmenttype_868,apartment_1165010819
126.56,159.04,159C㎡,4,2,계단식,436432.0,476925.0,417126.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=16,14,48,apartmenttype_869,apartment_1165010819
129.17,162.32,162㎡,4,2,계단식,445433.0,486760.0,425728.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=17,1,49,apartmenttype_870,apartment_1165010819
131.9,165.78,165C1㎡,4,2,계단식,454847.0,497048.0,434726.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=20,1,50,apartmenttype_871,apartment_1165010819
132.79,166.87,166C2㎡,4,2,계단식,457916.0,500402.0,437660.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=21,14,50,apartmenttype_872,apartment_1165010819
133.05,167.19,167A㎡,4,2,계단식,458813.0,501382.0,438517.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=18,44,50,apartmenttype_873,apartment_1165010819
133.5,167.76,167C4㎡,4,2,계단식,460364.0,503077.0,440000.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=23,2,50,apartmenttype_874,apartment_1165010819
134.78,169.37,169C㎡,4,2,계단식,464778.0,507901.0,444218.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=24,12,51,apartmenttype_875,apartment_1165010819
147.24,186.06,186A㎡,4,2,계단식,507746.0,554855.0,485285.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=25,2,56,apartmenttype_876,apartment_1165010819
147.76,186.71,186B㎡,4,2,계단식,509539.0,556814.0,486999.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=26,2,56,apartmenttype_877,apartment_1165010819
155.55,198.6,198C㎡,4,2,계단식,536402.0,586170.0,512673.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12233&ptpId=27,2,60,apartmenttype_878,apartment_1165010819
62.05,91.52,91A㎡,3,1,복도식,222534.0,192747.0,276868.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=840&ptpId=1,57,27,apartmenttype_879,apartment_1165010820
74.13,92.42,92B㎡,3,1,계단식,265857.0,230271.0,330768.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=840&ptpId=2,12,28,apartmenttype_880,apartment_1165010820
84.33,103.53,103㎡,3,1,계단식,302438.0,261956.0,376281.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=840&ptpId=3,149,31,apartmenttype_881,apartment_1165010820
84.34,109.27,109㎡,3,1,계단식,302474.0,261987.0,376326.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=840&ptpId=7,148,33,apartmenttype_882,apartment_1165010820
84.79,103.45,103R㎡,3,1,계단식,304087.0,263385.0,378334.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=840&ptpId=4,30,31,apartmenttype_883,apartment_1165010820
84.8,103.46,103L㎡,3,1,계단식,304123.0,263416.0,378378.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=840&ptpId=5,15,31,apartmenttype_884,apartment_1165010820
84.9,105.68,105B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3402&ptpId=2,66,32,apartmenttype_885,apartment_1165010821
120.81,142.48,142㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3402&ptpId=3,30,43,apartmenttype_886,apartment_1165010821
95.33,110.44,110㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=1,2,33,apartmenttype_887,apartment_1165010822
99.23,114.01,114㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=8,4,34,apartmenttype_888,apartment_1165010822
101.73,116.72,116㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=9,2,35,apartmenttype_889,apartment_1165010822
114.2,133.16,133㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=10,1,40,apartmenttype_890,apartment_1165010822
125.58,145.58,145A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=11,2,44,apartmenttype_891,apartment_1165010822
127.67,146.66,146B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=12,2,44,apartmenttype_892,apartment_1165010822
129.66,148.81,148㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=13,2,45,apartmenttype_893,apartment_1165010822
130.66,150.9,150A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=14,2,45,apartmenttype_894,apartment_1165010822
131.99,153.07,153B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=15,1,46,apartmenttype_895,apartment_1165010822
138.97,158.06,158㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=2,14,47,apartmenttype_896,apartment_1165010822
150.09,172.17,172A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=16,2,52,apartmenttype_897,apartment_1165010822
150.56,171.79,171B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=17,2,52,apartmenttype_898,apartment_1165010822
152.86,175.7,175㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=18,2,53,apartmenttype_899,apartment_1165010822
161.12,184.2,184A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9642&ptpId=3,1,55,apartmenttype_900,apartment_1165010822
