uuid,uuid_specialpurposearea,uuid_districtboundarydong
"2712",specialpurposearea_2712,districtboundarydong_11650102
"2713",specialpurposearea_2713,districtboundarydong_11650109
"2714",specialpurposearea_2714,districtboundarydong_11650109
"2715",specialpurposearea_2715,districtboundarydong_11650102
"2716",specialpurposearea_2716,districtboundarydong_11650102
"2717",specialpurposearea_2717,districtboundarydong_11650103
"2718",specialpurposearea_2718,districtboundarydong_11650103
"2719",specialpurposearea_2719,districtboundarydong_11650109
"2720",specialpurposearea_2720,districtboundarydong_11650109
"2721",specialpurposearea_2721,districtboundarydong_11650109
"2722",specialpurposearea_2722,districtboundarydong_11650103
"2723",specialpurposearea_2723,districtboundarydong_11650109
"2724",specialpurposearea_2724,districtboundarydong_11650109
"2725",specialpurposearea_2725,districtboundarydong_11650109
"2726",specialpurposearea_2726,districtboundarydong_11650102
"2727",specialpurposearea_2727,districtboundarydong_11650103
"2728",specialpurposearea_2728,districtboundarydong_11650103
"2729",specialpurposearea_2729,districtboundarydong_11650102
"2730",specialpurposearea_2730,districtboundarydong_11650109
"2731",specialpurposearea_2731,districtboundarydong_11650109
"2732",specialpurposearea_2732,districtboundarydong_11650109
"2733",specialpurposearea_2733,districtboundarydong_11650103
"2734",specialpurposearea_2734,districtboundarydong_11650102
"2735",specialpurposearea_2735,districtboundarydong_11650102
"2736",specialpurposearea_2736,districtboundarydong_11650109
"2737",specialpurposearea_2737,districtboundarydong_11650103
"2738",specialpurposearea_2738,districtboundarydong_11650103
"2739",specialpurposearea_2739,districtboundarydong_11650110
"2740",specialpurposearea_2740,districtboundarydong_11650103
"2741",specialpurposearea_2741,districtboundarydong_11650109
"2742",specialpurposearea_2742,districtboundarydong_11650103
"2743",specialpurposearea_2743,districtboundarydong_11650109
"2744",specialpurposearea_2744,districtboundarydong_11650103
"2745",specialpurposearea_2745,districtboundarydong_11650102
"2746",specialpurposearea_2746,districtboundarydong_11650102
"2747",specialpurposearea_2747,districtboundarydong_11650103
"2748",specialpurposearea_2748,districtboundarydong_11650102
"2749",specialpurposearea_2749,districtboundarydong_11650110
"2750",specialpurposearea_2750,districtboundarydong_11650109
"2751",specialpurposearea_2751,districtboundarydong_11650109
"2752",specialpurposearea_2752,districtboundarydong_11650103
"2753",specialpurposearea_2753,districtboundarydong_11650110
"2754",specialpurposearea_2754,districtboundarydong_11650109
"2755",specialpurposearea_2755,districtboundarydong_11650103
"2756",specialpurposearea_2756,districtboundarydong_11650103
"2757",specialpurposearea_2757,districtboundarydong_11650110
"2758",specialpurposearea_2758,districtboundarydong_11650103
"2759",specialpurposearea_2759,districtboundarydong_11650102
"2760",specialpurposearea_2760,districtboundarydong_11650109
"2761",specialpurposearea_2761,districtboundarydong_11650103
"2762",specialpurposearea_2762,districtboundarydong_11650102
"2763",specialpurposearea_2763,districtboundarydong_11650102
"2764",specialpurposearea_2764,districtboundarydong_11650103
"2765",specialpurposearea_2765,districtboundarydong_11650103
"2766",specialpurposearea_2766,districtboundarydong_11650102
"2767",specialpurposearea_2767,districtboundarydong_11650102
"2768",specialpurposearea_2768,districtboundarydong_11650102
"2769",specialpurposearea_2769,districtboundarydong_11650109
"2770",specialpurposearea_2770,districtboundarydong_11650103
"2771",specialpurposearea_2771,districtboundarydong_11650103
"2772",specialpurposearea_2772,districtboundarydong_11650102
"2773",specialpurposearea_2773,districtboundarydong_11650102
"2774",specialpurposearea_2774,districtboundarydong_11650109
"2775",specialpurposearea_2775,districtboundarydong_11650103
"2776",specialpurposearea_2776,districtboundarydong_11650103
"2777",specialpurposearea_2777,districtboundarydong_11650110
"2778",specialpurposearea_2778,districtboundarydong_11650109
"2779",specialpurposearea_2779,districtboundarydong_11650109
"2780",specialpurposearea_2780,districtboundarydong_11650109
"2781",specialpurposearea_2781,districtboundarydong_11650103
"2782",specialpurposearea_2782,districtboundarydong_11650103
"2783",specialpurposearea_2783,districtboundarydong_11650102
"2784",specialpurposearea_2784,districtboundarydong_11650102
"2785",specialpurposearea_2785,districtboundarydong_11650109
"2786",specialpurposearea_2786,districtboundarydong_11650103
"2787",specialpurposearea_2787,districtboundarydong_11650102
"2788",specialpurposearea_2788,districtboundarydong_11650102
"2789",specialpurposearea_2789,districtboundarydong_11650102
"2790",specialpurposearea_2790,districtboundarydong_11650102
"2791",specialpurposearea_2791,districtboundarydong_11650102
"2792",specialpurposearea_2792,districtboundarydong_11650103
"2793",specialpurposearea_2793,districtboundarydong_11650103
"2794",specialpurposearea_2794,districtboundarydong_11650103
"2795",specialpurposearea_2795,districtboundarydong_11650103
"2796",specialpurposearea_2796,districtboundarydong_11650102
"2797",specialpurposearea_2797,districtboundarydong_11650102
"2798",specialpurposearea_2798,districtboundarydong_11650109
"2799",specialpurposearea_2799,districtboundarydong_11650102
"2800",specialpurposearea_2800,districtboundarydong_11650109
"2801",specialpurposearea_2801,districtboundarydong_11650109
"2802",specialpurposearea_2802,districtboundarydong_11650109
"2803",specialpurposearea_2803,districtboundarydong_11650103
"2804",specialpurposearea_2804,districtboundarydong_11650102
"2805",specialpurposearea_2805,districtboundarydong_11650109
"2806",specialpurposearea_2806,districtboundarydong_11650103
"2807",specialpurposearea_2807,districtboundarydong_11650102
"2808",specialpurposearea_2808,districtboundarydong_11650102
"2809",specialpurposearea_2809,districtboundarydong_11650109
"2810",specialpurposearea_2810,districtboundarydong_11650103
"2811",specialpurposearea_2811,districtboundarydong_11650103
"2812",specialpurposearea_2812,districtboundarydong_11650103
"2813",specialpurposearea_2813,districtboundarydong_11650102
"2814",specialpurposearea_2814,districtboundarydong_11650103
"2815",specialpurposearea_2815,districtboundarydong_11650103
"2816",specialpurposearea_2816,districtboundarydong_11650103
"2817",specialpurposearea_2817,districtboundarydong_11650102
"2818",specialpurposearea_2818,districtboundarydong_11650102
"2819",specialpurposearea_2819,districtboundarydong_11650109
"2820",specialpurposearea_2820,districtboundarydong_11650103
"2821",specialpurposearea_2821,districtboundarydong_11650103
"2822",specialpurposearea_2822,districtboundarydong_11650102
"2823",specialpurposearea_2823,districtboundarydong_11650110
"2824",specialpurposearea_2824,districtboundarydong_11650109
"2825",specialpurposearea_2825,districtboundarydong_11650103
"2826",specialpurposearea_2826,districtboundarydong_11650103
"2827",specialpurposearea_2827,districtboundarydong_11650103
"2828",specialpurposearea_2828,districtboundarydong_11650102
"2829",specialpurposearea_2829,districtboundarydong_11650103
"2830",specialpurposearea_2830,districtboundarydong_11650103
"2831",specialpurposearea_2831,districtboundarydong_11650110
"2832",specialpurposearea_2832,districtboundarydong_11650103
"2833",specialpurposearea_2833,districtboundarydong_11650103
"2834",specialpurposearea_2834,districtboundarydong_11650103
"2835",specialpurposearea_2835,districtboundarydong_11650103
"2836",specialpurposearea_2836,districtboundarydong_11650103
"2837",specialpurposearea_2837,districtboundarydong_11650102
"2838",specialpurposearea_2838,districtboundarydong_11650110
"2839",specialpurposearea_2839,districtboundarydong_11650109
"2840",specialpurposearea_2840,districtboundarydong_11650109
"2841",specialpurposearea_2841,districtboundarydong_11650103
"2842",specialpurposearea_2842,districtboundarydong_11650103
"2843",specialpurposearea_2843,districtboundarydong_11650103
"2844",specialpurposearea_2844,districtboundarydong_11650103
"2845",specialpurposearea_2845,districtboundarydong_11650110
"2846",specialpurposearea_2846,districtboundarydong_11650109
"2847",specialpurposearea_2847,districtboundarydong_11650109
"2848",specialpurposearea_2848,districtboundarydong_11650109
"2849",specialpurposearea_2849,districtboundarydong_11650103
"2850",specialpurposearea_2850,districtboundarydong_11650110
"2851",specialpurposearea_2851,districtboundarydong_11650102
"2852",specialpurposearea_2852,districtboundarydong_11650102
"2853",specialpurposearea_2853,districtboundarydong_11650110
"2854",specialpurposearea_2854,districtboundarydong_11650110
"2855",specialpurposearea_2855,districtboundarydong_11650110
"2856",specialpurposearea_2856,districtboundarydong_11650103
"2857",specialpurposearea_2857,districtboundarydong_11650103
"2858",specialpurposearea_2858,districtboundarydong_11650110
"2859",specialpurposearea_2859,districtboundarydong_11650102
"2860",specialpurposearea_2860,districtboundarydong_11650110
"2861",specialpurposearea_2861,districtboundarydong_11650110
"2862",specialpurposearea_2862,districtboundarydong_11650109
"2863",specialpurposearea_2863,districtboundarydong_11650109
"2864",specialpurposearea_2864,districtboundarydong_11650102
"2865",specialpurposearea_2865,districtboundarydong_11650102
"2866",specialpurposearea_2866,districtboundarydong_11650102
"2867",specialpurposearea_2867,districtboundarydong_11650110
"2868",specialpurposearea_2868,districtboundarydong_11650110
"2869",specialpurposearea_2869,districtboundarydong_11650102
"2870",specialpurposearea_2870,districtboundarydong_11650102
"2871",specialpurposearea_2871,districtboundarydong_11650102
"2872",specialpurposearea_2872,districtboundarydong_11650102
"2873",specialpurposearea_2873,districtboundarydong_11650102
"2874",specialpurposearea_2874,districtboundarydong_11650102
"2875",specialpurposearea_2875,districtboundarydong_11650110
"2876",specialpurposearea_2876,districtboundarydong_11650102
"2877",specialpurposearea_2877,districtboundarydong_11650102
"2878",specialpurposearea_2878,districtboundarydong_11650102
"2879",specialpurposearea_2879,districtboundarydong_11650102
"2880",specialpurposearea_2880,districtboundarydong_11650110
"2881",specialpurposearea_2881,districtboundarydong_11650109
"2882",specialpurposearea_2882,districtboundarydong_11650102
"2883",specialpurposearea_2883,districtboundarydong_11650102
"2884",specialpurposearea_2884,districtboundarydong_11650110
"2885",specialpurposearea_2885,districtboundarydong_11650109
"2886",specialpurposearea_2886,districtboundarydong_11650103
"2887",specialpurposearea_2887,districtboundarydong_11650102
"2888",specialpurposearea_2888,districtboundarydong_11650109
"2889",specialpurposearea_2889,districtboundarydong_11650103
"2890",specialpurposearea_2890,districtboundarydong_11650102
"2891",specialpurposearea_2891,districtboundarydong_11650102
"2892",specialpurposearea_2892,districtboundarydong_11650110
"2893",specialpurposearea_2893,districtboundarydong_11650109
"2894",specialpurposearea_2894,districtboundarydong_11650109
"2895",specialpurposearea_2895,districtboundarydong_11650102
"2896",specialpurposearea_2896,districtboundarydong_11650109
"2897",specialpurposearea_2897,districtboundarydong_11650103
"2898",specialpurposearea_2898,districtboundarydong_11650102
"2899",specialpurposearea_2899,districtboundarydong_11650102
"2900",specialpurposearea_2900,districtboundarydong_11650110
"2901",specialpurposearea_2901,districtboundarydong_11650110
"2902",specialpurposearea_2902,districtboundarydong_11650110
"2903",specialpurposearea_2903,districtboundarydong_11650110
"2904",specialpurposearea_2904,districtboundarydong_11650109
"2905",specialpurposearea_2905,districtboundarydong_11650109
"2906",specialpurposearea_2906,districtboundarydong_11650103
"2907",specialpurposearea_2907,districtboundarydong_11650102
"2908",specialpurposearea_2908,districtboundarydong_11650110
"2909",specialpurposearea_2909,districtboundarydong_11650109
"2910",specialpurposearea_2910,districtboundarydong_11650103
"2911",specialpurposearea_2911,districtboundarydong_11650102
"2912",specialpurposearea_2912,districtboundarydong_11650102
"2913",specialpurposearea_2913,districtboundarydong_11650110
"2914",specialpurposearea_2914,districtboundarydong_11650109
"2915",specialpurposearea_2915,districtboundarydong_11650102
"2916",specialpurposearea_2916,districtboundarydong_11650110
"2917",specialpurposearea_2917,districtboundarydong_11650103
"2918",specialpurposearea_2918,districtboundarydong_11650102
"2919",specialpurposearea_2919,districtboundarydong_11650102
"2920",specialpurposearea_2920,districtboundarydong_11650110
